Day,Hour of Day,Hourly Total,Daily Total,Unit of Measurement
01/13/2025,9:00 AM,1.52,40.75,kWh
01/13/2025,10:00 AM,1.395,40.75,kWh
01/13/2025,11:00 AM,1.51,40.75,kWh
01/13/2025,12:00 PM,1.591,40.75,kWh
01/13/2025,1:00 PM,1.637,40.75,kWh
01/13/2025,2:00 PM,1.338,40.75,kWh
01/13/2025,3:00 PM,1.577,40.75,kWh
01/13/2025,4:00 PM,3.191,40.75,kWh
01/13/2025,5:00 PM,4.083,40.75,kWh
01/13/2025,6:00 PM,2.049,40.75,kWh
01/13/2025,7:00 PM,1.464,40.75,kWh
01/13/2025,8:00 PM,2.031,40.75,kWh
01/13/2025,9:00 PM,1.866,40.75,kWh
01/13/2025,10:00 PM,1.472,40.75,kWh
01/13/2025,11:00 PM,1.585,40.75,kWh
01/14/2025,12:00 AM,1.552,49.089,kWh
01/14/2025,1:00 AM,1.597,49.089,kWh
01/14/2025,2:00 AM,1.562,49.089,kWh
01/14/2025,3:00 AM,1.557,49.089,kWh
01/14/2025,4:00 AM,1.529,49.089,kWh
01/14/2025,5:00 AM,1.56,49.089,kWh
01/14/2025,6:00 AM,1.75,49.089,kWh
01/14/2025,7:00 AM,1.836,49.089,kWh
01/14/2025,8:00 AM,1.851,49.089,kWh
01/14/2025,9:00 AM,1.909,49.089,kWh
01/14/2025,10:00 AM,1.743,49.089,kWh
01/14/2025,11:00 AM,1.949,49.089,kWh
01/14/2025,12:00 PM,1.832,49.089,kWh
01/14/2025,1:00 PM,1.637,49.089,kWh
01/14/2025,2:00 PM,3.244,49.089,kWh
01/14/2025,3:00 PM,1.748,49.089,kWh
01/14/2025,4:00 PM,1.852,49.089,kWh
01/14/2025,5:00 PM,3.433,49.089,kWh
01/14/2025,6:00 PM,2.302,49.089,kWh
01/14/2025,7:00 PM,2.103,49.089,kWh
01/14/2025,8:00 PM,2.644,49.089,kWh
01/14/2025,9:00 PM,4.03,49.089,kWh
01/14/2025,10:00 PM,1.977,49.089,kWh
01/14/2025,11:00 PM,1.892,49.089,kWh
01/15/2025,12:00 AM,1.902,43.83,kWh
01/15/2025,1:00 AM,1.893,43.83,kWh
01/15/2025,2:00 AM,1.953,43.83,kWh
01/15/2025,3:00 AM,1.9,43.83,kWh
01/15/2025,4:00 AM,1.828,43.83,kWh
01/15/2025,5:00 AM,1.911,43.83,kWh
01/15/2025,6:00 AM,1.849,43.83,kWh
01/15/2025,7:00 AM,1.925,43.83,kWh
01/15/2025,8:00 AM,2.048,43.83,kWh
01/15/2025,9:00 AM,1.926,43.83,kWh
01/15/2025,10:00 AM,1.75,43.83,kWh
01/15/2025,11:00 AM,1.672,43.83,kWh
01/15/2025,12:00 PM,1.738,43.83,kWh
01/15/2025,1:00 PM,1.633,43.83,kWh
01/15/2025,2:00 PM,1.706,43.83,kWh
01/15/2025,3:00 PM,1.751,43.83,kWh
01/15/2025,4:00 PM,1.768,43.83,kWh
01/15/2025,5:00 PM,1.82,43.83,kWh
01/15/2025,6:00 PM,1.751,43.83,kWh
01/15/2025,7:00 PM,1.982,43.83,kWh
01/15/2025,8:00 PM,1.841,43.83,kWh
01/15/2025,9:00 PM,1.716,43.83,kWh
01/15/2025,10:00 PM,1.742,43.83,kWh
01/15/2025,11:00 PM,1.825,43.83,kWh
01/16/2025,12:00 AM,1.762,43.868,kWh
01/16/2025,1:00 AM,1.697,43.868,kWh
01/16/2025,2:00 AM,1.743,43.868,kWh
01/16/2025,3:00 AM,1.713,43.868,kWh
01/16/2025,4:00 AM,1.828,43.868,kWh
01/16/2025,5:00 AM,1.748,43.868,kWh
01/16/2025,6:00 AM,1.703,43.868,kWh
01/16/2025,7:00 AM,1.817,43.868,kWh
01/16/2025,8:00 AM,2.065,43.868,kWh
01/16/2025,9:00 AM,1.89,43.868,kWh
01/16/2025,10:00 AM,1.751,43.868,kWh
01/16/2025,11:00 AM,1.599,43.868,kWh
01/16/2025,12:00 PM,1.973,43.868,kWh
01/16/2025,1:00 PM,1.663,43.868,kWh
01/16/2025,2:00 PM,2.859,43.868,kWh
01/16/2025,3:00 PM,1.688,43.868,kWh
01/16/2025,4:00 PM,1.79,43.868,kWh
01/16/2025,5:00 PM,2.767,43.868,kWh
01/16/2025,6:00 PM,2.223,43.868,kWh
01/16/2025,7:00 PM,1.967,43.868,kWh
01/16/2025,8:00 PM,1.376,43.868,kWh
01/16/2025,9:00 PM,1.429,43.868,kWh
01/16/2025,10:00 PM,1.442,43.868,kWh
01/16/2025,11:00 PM,1.375,43.868,kWh
01/17/2025,12:00 AM,1.464,37.121,kWh
01/17/2025,1:00 AM,1.367,37.121,kWh
01/17/2025,2:00 AM,1.315,37.121,kWh
01/17/2025,3:00 AM,1.47,37.121,kWh
01/17/2025,4:00 AM,1.367,37.121,kWh
01/17/2025,5:00 AM,1.489,37.121,kWh
01/17/2025,6:00 AM,1.621,37.121,kWh
01/17/2025,7:00 AM,1.986,37.121,kWh
01/17/2025,8:00 AM,1.912,37.121,kWh
01/17/2025,9:00 AM,1.632,37.121,kWh
01/17/2025,10:00 AM,1.465,37.121,kWh
01/17/2025,11:00 AM,1.242,37.121,kWh
01/17/2025,12:00 PM,1.505,37.121,kWh
01/17/2025,1:00 PM,1.847,37.121,kWh
01/17/2025,2:00 PM,2.412,37.121,kWh
01/17/2025,3:00 PM,1.245,37.121,kWh
01/17/2025,4:00 PM,1.307,37.121,kWh
01/17/2025,5:00 PM,1.539,37.121,kWh
01/17/2025,6:00 PM,1.507,37.121,kWh
01/17/2025,7:00 PM,1.588,37.121,kWh
01/17/2025,8:00 PM,1.669,37.121,kWh
01/17/2025,9:00 PM,1.452,37.121,kWh
01/17/2025,10:00 PM,1.411,37.121,kWh
01/17/2025,11:00 PM,1.309,37.121,kWh
01/18/2025,12:00 AM,1.261,40.647,kWh
01/18/2025,1:00 AM,1.158,40.647,kWh
01/18/2025,2:00 AM,1.218,40.647,kWh
01/18/2025,3:00 AM,1.408,40.647,kWh
01/18/2025,4:00 AM,1.192,40.647,kWh
01/18/2025,5:00 AM,1.183,40.647,kWh
01/18/2025,6:00 AM,1.166,40.647,kWh
01/18/2025,7:00 AM,1.29,40.647,kWh
01/18/2025,8:00 AM,1.497,40.647,kWh
01/18/2025,9:00 AM,2.431,40.647,kWh
01/18/2025,10:00 AM,1.932,40.647,kWh
01/18/2025,11:00 AM,1.423,40.647,kWh
01/18/2025,12:00 PM,2.342,40.647,kWh
01/18/2025,1:00 PM,3.292,40.647,kWh
01/18/2025,2:00 PM,1.465,40.647,kWh
01/18/2025,3:00 PM,1.608,40.647,kWh
01/18/2025,4:00 PM,1.504,40.647,kWh
01/18/2025,5:00 PM,1.523,40.647,kWh
01/18/2025,6:00 PM,1.572,40.647,kWh
01/18/2025,7:00 PM,1.69,40.647,kWh
01/18/2025,8:00 PM,1.804,40.647,kWh
01/18/2025,9:00 PM,3.455,40.647,kWh
01/18/2025,10:00 PM,1.608,40.647,kWh
01/18/2025,11:00 PM,1.625,40.647,kWh
01/19/2025,12:00 AM,1.584,46.189,kWh
01/19/2025,1:00 AM,1.695,46.189,kWh
01/19/2025,2:00 AM,1.804,46.189,kWh
01/19/2025,3:00 AM,1.848,46.189,kWh
01/19/2025,4:00 AM,1.847,46.189,kWh
01/19/2025,5:00 AM,1.777,46.189,kWh
01/19/2025,6:00 AM,1.812,46.189,kWh
01/19/2025,7:00 AM,1.618,46.189,kWh
01/19/2025,8:00 AM,1.89,46.189,kWh
01/19/2025,9:00 AM,2.765,46.189,kWh
01/19/2025,10:00 AM,1.879,46.189,kWh
01/19/2025,11:00 AM,2.39,46.189,kWh
01/19/2025,12:00 PM,1.674,46.189,kWh
01/19/2025,1:00 PM,1.545,46.189,kWh
01/19/2025,2:00 PM,2.419,46.189,kWh
01/19/2025,3:00 PM,1.823,46.189,kWh
01/19/2025,4:00 PM,1.78,46.189,kWh
01/19/2025,5:00 PM,1.792,46.189,kWh
01/19/2025,6:00 PM,1.932,46.189,kWh
01/19/2025,7:00 PM,2.407,46.189,kWh
01/19/2025,8:00 PM,2.147,46.189,kWh
01/19/2025,9:00 PM,1.989,46.189,kWh
01/19/2025,10:00 PM,1.845,46.189,kWh
01/19/2025,11:00 PM,1.927,46.189,kWh
01/20/2025,12:00 AM,2.136,54.105,kWh
01/20/2025,1:00 AM,2.044,54.105,kWh
01/20/2025,2:00 AM,2.075,54.105,kWh
01/20/2025,3:00 AM,1.983,54.105,kWh
01/20/2025,4:00 AM,2.264,54.105,kWh
01/20/2025,5:00 AM,1.996,54.105,kWh
01/20/2025,6:00 AM,2.284,54.105,kWh
01/20/2025,7:00 AM,2.178,54.105,kWh
01/20/2025,8:00 AM,2.121,54.105,kWh
01/20/2025,9:00 AM,2.116,54.105,kWh
01/20/2025,10:00 AM,2.246,54.105,kWh
01/20/2025,11:00 AM,1.676,54.105,kWh
01/20/2025,12:00 PM,1.712,54.105,kWh
01/20/2025,1:00 PM,1.69,54.105,kWh
01/20/2025,2:00 PM,1.688,54.105,kWh
01/20/2025,3:00 PM,2.01,54.105,kWh
01/20/2025,4:00 PM,3.045,54.105,kWh
01/20/2025,5:00 PM,5.345,54.105,kWh
01/20/2025,6:00 PM,2.879,54.105,kWh
01/20/2025,7:00 PM,2.385,54.105,kWh
01/20/2025,8:00 PM,2.621,54.105,kWh
01/20/2025,9:00 PM,1.932,54.105,kWh
01/20/2025,10:00 PM,1.92,54.105,kWh
01/20/2025,11:00 PM,1.759,54.105,kWh
01/21/2025,12:00 AM,1.961,53.285,kWh
01/21/2025,1:00 AM,1.848,53.285,kWh
01/21/2025,2:00 AM,1.862,53.285,kWh
01/21/2025,3:00 AM,1.913,53.285,kWh
01/21/2025,4:00 AM,1.847,53.285,kWh
01/21/2025,5:00 AM,1.895,53.285,kWh
01/21/2025,6:00 AM,2.128,53.285,kWh
01/21/2025,7:00 AM,1.977,53.285,kWh
01/21/2025,8:00 AM,2.103,53.285,kWh
01/21/2025,9:00 AM,1.967,53.285,kWh
01/21/2025,10:00 AM,1.828,53.285,kWh
01/21/2025,11:00 AM,2.135,53.285,kWh
01/21/2025,12:00 PM,2.087,53.285,kWh
01/21/2025,1:00 PM,2.134,53.285,kWh
01/21/2025,2:00 PM,1.924,53.285,kWh
01/21/2025,3:00 PM,2.079,53.285,kWh
01/21/2025,4:00 PM,3.378,53.285,kWh
01/21/2025,5:00 PM,3.506,53.285,kWh
01/21/2025,6:00 PM,3.143,53.285,kWh
01/21/2025,7:00 PM,2.716,53.285,kWh
01/21/2025,8:00 PM,2.504,53.285,kWh
01/21/2025,9:00 PM,1.98,53.285,kWh
01/21/2025,10:00 PM,2.095,53.285,kWh
01/21/2025,11:00 PM,2.275,53.285,kWh
01/22/2025,12:00 AM,2.119,55.14,kWh
01/22/2025,1:00 AM,2.022,55.14,kWh
01/22/2025,2:00 AM,2.309,55.14,kWh
01/22/2025,3:00 AM,2.105,55.14,kWh
01/22/2025,4:00 AM,2.136,55.14,kWh
01/22/2025,5:00 AM,2.348,55.14,kWh
01/22/2025,6:00 AM,2.109,55.14,kWh
01/22/2025,7:00 AM,2.213,55.14,kWh
01/22/2025,8:00 AM,2.567,55.14,kWh
01/22/2025,9:00 AM,2.503,55.14,kWh
01/22/2025,10:00 AM,1.988,55.14,kWh
01/22/2025,11:00 AM,1.977,55.14,kWh
01/22/2025,12:00 PM,2.317,55.14,kWh
01/22/2025,1:00 PM,3.191,55.14,kWh
01/22/2025,2:00 PM,2.583,55.14,kWh
01/22/2025,3:00 PM,1.821,55.14,kWh
01/22/2025,4:00 PM,1.906,55.14,kWh
01/22/2025,5:00 PM,3.107,55.14,kWh
01/22/2025,6:00 PM,2.421,55.14,kWh
01/22/2025,7:00 PM,4.152,55.14,kWh
01/22/2025,8:00 PM,2.302,55.14,kWh
01/22/2025,9:00 PM,1.633,55.14,kWh
01/22/2025,10:00 PM,1.658,55.14,kWh
01/22/2025,11:00 PM,1.653,55.14,kWh
01/23/2025,12:00 AM,1.625,41.144,kWh
01/23/2025,1:00 AM,1.617,41.144,kWh
01/23/2025,2:00 AM,1.555,41.144,kWh
01/23/2025,3:00 AM,1.578,41.144,kWh
01/23/2025,4:00 AM,1.631,41.144,kWh
01/23/2025,5:00 AM,1.569,41.144,kWh
01/23/2025,6:00 AM,1.799,41.144,kWh
01/23/2025,7:00 AM,1.739,41.144,kWh
01/23/2025,8:00 AM,1.677,41.144,kWh
01/23/2025,9:00 AM,1.649,41.144,kWh
01/23/2025,10:00 AM,1.573,41.144,kWh
01/23/2025,11:00 AM,1.561,41.144,kWh
01/23/2025,12:00 PM,1.51,41.144,kWh
01/23/2025,1:00 PM,1.49,41.144,kWh
01/23/2025,2:00 PM,1.287,41.144,kWh
01/23/2025,3:00 PM,1.259,41.144,kWh
01/23/2025,4:00 PM,1.531,41.144,kWh
01/23/2025,5:00 PM,1.408,41.144,kWh
01/23/2025,6:00 PM,1.487,41.144,kWh
01/23/2025,7:00 PM,2.31,41.144,kWh
01/23/2025,8:00 PM,4.554,41.144,kWh
01/23/2025,9:00 PM,1.733,41.144,kWh
01/23/2025,10:00 PM,1.526,41.144,kWh
01/23/2025,11:00 PM,1.476,41.144,kWh
01/24/2025,12:00 AM,1.522,42.622,kWh
01/24/2025,1:00 AM,1.513,42.622,kWh
01/24/2025,2:00 AM,1.567,42.622,kWh
01/24/2025,3:00 AM,1.595,42.622,kWh
01/24/2025,4:00 AM,1.626,42.622,kWh
01/24/2025,5:00 AM,1.568,42.622,kWh
01/24/2025,6:00 AM,2.72,42.622,kWh
01/24/2025,7:00 AM,2.89,42.622,kWh
01/24/2025,8:00 AM,1.776,42.622,kWh
01/24/2025,9:00 AM,1.572,42.622,kWh
01/24/2025,10:00 AM,1.616,42.622,kWh
01/24/2025,11:00 AM,1.431,42.622,kWh
01/24/2025,12:00 PM,1.66,42.622,kWh
01/24/2025,1:00 PM,1.514,42.622,kWh
01/24/2025,2:00 PM,1.494,42.622,kWh
01/24/2025,3:00 PM,1.614,42.622,kWh
01/24/2025,4:00 PM,1.456,42.622,kWh
01/24/2025,5:00 PM,2.461,42.622,kWh
01/24/2025,6:00 PM,2.129,42.622,kWh
01/24/2025,7:00 PM,2.243,42.622,kWh
01/24/2025,8:00 PM,1.676,42.622,kWh
01/24/2025,9:00 PM,1.596,42.622,kWh
01/24/2025,10:00 PM,1.657,42.622,kWh
01/24/2025,11:00 PM,1.726,42.622,kWh
01/25/2025,12:00 AM,1.679,34.499,kWh
01/25/2025,1:00 AM,1.67,34.499,kWh
01/25/2025,2:00 AM,1.71,34.499,kWh
01/25/2025,3:00 AM,1.637,34.499,kWh
01/25/2025,4:00 AM,1.585,34.499,kWh
01/25/2025,5:00 AM,1.453,34.499,kWh
01/25/2025,6:00 AM,1.497,34.499,kWh
01/25/2025,7:00 AM,1.574,34.499,kWh
01/25/2025,8:00 AM,1.579,34.499,kWh
01/25/2025,9:00 AM,1.724,34.499,kWh
01/25/2025,10:00 AM,1.428,34.499,kWh
01/25/2025,11:00 AM,1.267,34.499,kWh
01/25/2025,12:00 PM,1.339,34.499,kWh
01/25/2025,1:00 PM,1.196,34.499,kWh
01/25/2025,2:00 PM,1.274,34.499,kWh
01/25/2025,3:00 PM,1.929,34.499,kWh
01/25/2025,4:00 PM,1.108,34.499,kWh
01/25/2025,5:00 PM,1.175,34.499,kWh
01/25/2025,6:00 PM,1.397,34.499,kWh
01/25/2025,7:00 PM,1.32,34.499,kWh
01/25/2025,8:00 PM,1.318,34.499,kWh
01/25/2025,9:00 PM,1.164,34.499,kWh
01/25/2025,10:00 PM,1.316,34.499,kWh
01/25/2025,11:00 PM,1.16,34.499,kWh
01/26/2025,12:00 AM,1.154,40.553,kWh
01/26/2025,1:00 AM,1.266,40.553,kWh
01/26/2025,2:00 AM,1.249,40.553,kWh
01/26/2025,3:00 AM,1.125,40.553,kWh
01/26/2025,4:00 AM,1.266,40.553,kWh
01/26/2025,5:00 AM,1.236,40.553,kWh
01/26/2025,6:00 AM,1.408,40.553,kWh
01/26/2025,7:00 AM,1.32,40.553,kWh
01/26/2025,8:00 AM,1.356,40.553,kWh
01/26/2025,9:00 AM,1.223,40.553,kWh
01/26/2025,10:00 AM,1.467,40.553,kWh
01/26/2025,11:00 AM,1.32,40.553,kWh
01/26/2025,12:00 PM,1.219,40.553,kWh
01/26/2025,1:00 PM,2.486,40.553,kWh
01/26/2025,2:00 PM,3.84,40.553,kWh
01/26/2025,3:00 PM,1.551,40.553,kWh
01/26/2025,4:00 PM,3.7,40.553,kWh
01/26/2025,5:00 PM,1.603,40.553,kWh
01/26/2025,6:00 PM,2.994,40.553,kWh
01/26/2025,7:00 PM,1.726,40.553,kWh
01/26/2025,8:00 PM,1.556,40.553,kWh
01/26/2025,9:00 PM,1.546,40.553,kWh
01/26/2025,10:00 PM,1.502,40.553,kWh
01/26/2025,11:00 PM,1.44,40.553,kWh
01/27/2025,12:00 AM,1.455,40.383,kWh
01/27/2025,1:00 AM,1.557,40.383,kWh
01/27/2025,2:00 AM,1.464,40.383,kWh
01/27/2025,3:00 AM,1.382,40.383,kWh
01/27/2025,4:00 AM,1.501,40.383,kWh
01/27/2025,5:00 AM,1.555,40.383,kWh
01/27/2025,6:00 AM,1.617,40.383,kWh
01/27/2025,7:00 AM,1.51,40.383,kWh
01/27/2025,8:00 AM,1.59,40.383,kWh
01/27/2025,9:00 AM,1.587,40.383,kWh
01/27/2025,10:00 AM,1.325,40.383,kWh
01/27/2025,11:00 AM,1.35,40.383,kWh
01/27/2025,12:00 PM,1.363,40.383,kWh
01/27/2025,1:00 PM,1.224,40.383,kWh
01/27/2025,2:00 PM,2.318,40.383,kWh
01/27/2025,3:00 PM,2.067,40.383,kWh
01/27/2025,4:00 PM,1.277,40.383,kWh
01/27/2025,5:00 PM,4.933,40.383,kWh
01/27/2025,6:00 PM,1.957,40.383,kWh
01/27/2025,7:00 PM,1.842,40.383,kWh
01/27/2025,8:00 PM,1.79,40.383,kWh
01/27/2025,9:00 PM,1.502,40.383,kWh
01/27/2025,10:00 PM,1.136,40.383,kWh
01/27/2025,11:00 PM,1.081,40.383,kWh
01/28/2025,12:00 AM,1.137,32.426,kWh
01/28/2025,1:00 AM,1.091,32.426,kWh
01/28/2025,2:00 AM,1.117,32.426,kWh
01/28/2025,3:00 AM,1.083,32.426,kWh
01/28/2025,4:00 AM,1.143,32.426,kWh
01/28/2025,5:00 AM,1.172,32.426,kWh
01/28/2025,6:00 AM,1.346,32.426,kWh
01/28/2025,7:00 AM,1.524,32.426,kWh
01/28/2025,8:00 AM,1.628,32.426,kWh
01/28/2025,9:00 AM,1.485,32.426,kWh
01/28/2025,10:00 AM,1.311,32.426,kWh
01/28/2025,11:00 AM,1.276,32.426,kWh
01/28/2025,12:00 PM,1.329,32.426,kWh
01/28/2025,1:00 PM,1.139,32.426,kWh
01/28/2025,2:00 PM,1.152,32.426,kWh
01/28/2025,3:00 PM,1.183,32.426,kWh
01/28/2025,4:00 PM,1.106,32.426,kWh
01/28/2025,5:00 PM,2.361,32.426,kWh
01/28/2025,6:00 PM,1.092,32.426,kWh
01/28/2025,7:00 PM,2.939,32.426,kWh
01/28/2025,8:00 PM,1.986,32.426,kWh
01/28/2025,9:00 PM,0.964,32.426,kWh
01/28/2025,10:00 PM,0.948,32.426,kWh
01/28/2025,11:00 PM,0.914,32.426,kWh
01/29/2025,12:00 AM,0.978,29.147,kWh
01/29/2025,1:00 AM,0.987,29.147,kWh
01/29/2025,2:00 AM,0.978,29.147,kWh
01/29/2025,3:00 AM,0.944,29.147,kWh
01/29/2025,4:00 AM,0.914,29.147,kWh
01/29/2025,5:00 AM,1.078,29.147,kWh
01/29/2025,6:00 AM,1.143,29.147,kWh
01/29/2025,7:00 AM,1.183,29.147,kWh
01/29/2025,8:00 AM,1.183,29.147,kWh
01/29/2025,9:00 AM,1.053,29.147,kWh
01/29/2025,10:00 AM,1.147,29.147,kWh
01/29/2025,11:00 AM,1.347,29.147,kWh
01/29/2025,12:00 PM,1.038,29.147,kWh
01/29/2025,1:00 PM,0.961,29.147,kWh
01/29/2025,2:00 PM,1.055,29.147,kWh
01/29/2025,3:00 PM,1.017,29.147,kWh
01/29/2025,4:00 PM,1.413,29.147,kWh
01/29/2025,5:00 PM,2.46,29.147,kWh
01/29/2025,6:00 PM,1.178,29.147,kWh
01/29/2025,7:00 PM,1.616,29.147,kWh
01/29/2025,8:00 PM,1.694,29.147,kWh
01/29/2025,9:00 PM,1.273,29.147,kWh
01/29/2025,10:00 PM,1.231,29.147,kWh
01/29/2025,11:00 PM,1.276,29.147,kWh
01/30/2025,12:00 AM,1.112,33.748,kWh
01/30/2025,1:00 AM,1.25,33.748,kWh
01/30/2025,2:00 AM,1.35,33.748,kWh
01/30/2025,3:00 AM,1.186,33.748,kWh
01/30/2025,4:00 AM,1.243,33.748,kWh
01/30/2025,5:00 AM,1.265,33.748,kWh
01/30/2025,6:00 AM,1.535,33.748,kWh
01/30/2025,7:00 AM,1.604,33.748,kWh
01/30/2025,8:00 AM,1.429,33.748,kWh
01/30/2025,9:00 AM,1.515,33.748,kWh
01/30/2025,10:00 AM,1.255,33.748,kWh
01/30/2025,11:00 AM,1.168,33.748,kWh
01/30/2025,12:00 PM,1.107,33.748,kWh
01/30/2025,1:00 PM,1.193,33.748,kWh
01/30/2025,2:00 PM,2.842,33.748,kWh
01/30/2025,3:00 PM,1.048,33.748,kWh
01/30/2025,4:00 PM,0.917,33.748,kWh
01/30/2025,5:00 PM,2.541,33.748,kWh
01/30/2025,6:00 PM,3.617,33.748,kWh
01/30/2025,7:00 PM,1.011,33.748,kWh
01/30/2025,8:00 PM,1.029,33.748,kWh
01/30/2025,9:00 PM,0.851,33.748,kWh
01/30/2025,10:00 PM,0.856,33.748,kWh
01/30/2025,11:00 PM,0.824,33.748,kWh
01/31/2025,12:00 AM,0.82,24.823,kWh
01/31/2025,1:00 AM,0.843,24.823,kWh
01/31/2025,2:00 AM,0.86,24.823,kWh
01/31/2025,3:00 AM,0.909,24.823,kWh
01/31/2025,4:00 AM,0.847,24.823,kWh
01/31/2025,5:00 AM,0.847,24.823,kWh
01/31/2025,6:00 AM,1.012,24.823,kWh
01/31/2025,7:00 AM,0.995,24.823,kWh
01/31/2025,8:00 AM,1.039,24.823,kWh
01/31/2025,9:00 AM,1.03,24.823,kWh
01/31/2025,10:00 AM,1.113,24.823,kWh
01/31/2025,11:00 AM,0.858,24.823,kWh
01/31/2025,12:00 PM,1.053,24.823,kWh
01/31/2025,1:00 PM,1.008,24.823,kWh
01/31/2025,2:00 PM,0.953,24.823,kWh
01/31/2025,3:00 PM,0.984,24.823,kWh
01/31/2025,4:00 PM,1.152,24.823,kWh
01/31/2025,5:00 PM,1.189,24.823,kWh
01/31/2025,6:00 PM,1.123,24.823,kWh
01/31/2025,7:00 PM,1.172,24.823,kWh
01/31/2025,8:00 PM,1.165,24.823,kWh
01/31/2025,9:00 PM,1.235,24.823,kWh
01/31/2025,10:00 PM,1.126,24.823,kWh
01/31/2025,11:00 PM,1.49,24.823,kWh
02/01/2025,12:00 AM,1.311,34.747,kWh
02/01/2025,1:00 AM,1.398,34.747,kWh
02/01/2025,2:00 AM,1.232,34.747,kWh
02/01/2025,3:00 AM,1.334,34.747,kWh
02/01/2025,4:00 AM,1.237,34.747,kWh
02/01/2025,5:00 AM,1.481,34.747,kWh
02/01/2025,6:00 AM,1.405,34.747,kWh
02/01/2025,7:00 AM,1.48,34.747,kWh
02/01/2025,8:00 AM,1.631,34.747,kWh
02/01/2025,9:00 AM,1.981,34.747,kWh
02/01/2025,10:00 AM,2.097,34.747,kWh
02/01/2025,11:00 AM,1.416,34.747,kWh
02/01/2025,12:00 PM,1.425,34.747,kWh
02/01/2025,1:00 PM,1.738,34.747,kWh
02/01/2025,2:00 PM,1.123,34.747,kWh
02/01/2025,3:00 PM,1.314,34.747,kWh
02/01/2025,4:00 PM,1.275,34.747,kWh
02/01/2025,5:00 PM,1.354,34.747,kWh
02/01/2025,6:00 PM,1.371,34.747,kWh
02/01/2025,7:00 PM,1.516,34.747,kWh
02/01/2025,8:00 PM,1.439,34.747,kWh
02/01/2025,9:00 PM,1.518,34.747,kWh
02/01/2025,10:00 PM,1.314,34.747,kWh
02/01/2025,11:00 PM,1.357,34.747,kWh
02/02/2025,12:00 AM,1.475,36.826,kWh
02/02/2025,1:00 AM,1.462,36.826,kWh
02/02/2025,2:00 AM,1.439,36.826,kWh
02/02/2025,3:00 AM,1.333,36.826,kWh
02/02/2025,4:00 AM,1.431,36.826,kWh
02/02/2025,5:00 AM,1.428,36.826,kWh
02/02/2025,6:00 AM,1.443,36.826,kWh
02/02/2025,7:00 AM,1.574,36.826,kWh
02/02/2025,8:00 AM,1.626,36.826,kWh
02/02/2025,9:00 AM,2.403,36.826,kWh
02/02/2025,10:00 AM,1.449,36.826,kWh
02/02/2025,11:00 AM,1.408,36.826,kWh
02/02/2025,12:00 PM,1.376,36.826,kWh
02/02/2025,1:00 PM,1.185,36.826,kWh
02/02/2025,2:00 PM,1.369,36.826,kWh
02/02/2025,3:00 PM,1.373,36.826,kWh
02/02/2025,4:00 PM,1.514,36.826,kWh
02/02/2025,5:00 PM,3.771,36.826,kWh
02/02/2025,6:00 PM,1.792,36.826,kWh
02/02/2025,7:00 PM,1.335,36.826,kWh
02/02/2025,8:00 PM,1.284,36.826,kWh
02/02/2025,9:00 PM,1.113,36.826,kWh
02/02/2025,10:00 PM,1.165,36.826,kWh
02/02/2025,11:00 PM,1.078,36.826,kWh
02/03/2025,12:00 AM,1.187,27.838,kWh
02/03/2025,1:00 AM,1.106,27.838,kWh
02/03/2025,2:00 AM,1.094,27.838,kWh
02/03/2025,3:00 AM,1.188,27.838,kWh
02/03/2025,4:00 AM,1.032,27.838,kWh
02/03/2025,5:00 AM,1.11,27.838,kWh
02/03/2025,6:00 AM,1.211,27.838,kWh
02/03/2025,7:00 AM,1.711,27.838,kWh
02/03/2025,8:00 AM,1.413,27.838,kWh
02/03/2025,9:00 AM,1.098,27.838,kWh
02/03/2025,10:00 AM,1.015,27.838,kWh
02/03/2025,11:00 AM,0.958,27.838,kWh
02/03/2025,12:00 PM,1.146,27.838,kWh
02/03/2025,1:00 PM,0.898,27.838,kWh
02/03/2025,2:00 PM,0.919,27.838,kWh
02/03/2025,3:00 PM,0.954,27.838,kWh
02/03/2025,4:00 PM,0.959,27.838,kWh
02/03/2025,5:00 PM,1.353,27.838,kWh
02/03/2025,6:00 PM,1.039,27.838,kWh
02/03/2025,7:00 PM,1.327,27.838,kWh
02/03/2025,8:00 PM,1.722,27.838,kWh
02/03/2025,9:00 PM,1.142,27.838,kWh
02/03/2025,10:00 PM,1.058,27.838,kWh
02/03/2025,11:00 PM,1.198,27.838,kWh
02/04/2025,12:00 AM,1.106,43.713,kWh
02/04/2025,1:00 AM,1.12,43.713,kWh
02/04/2025,2:00 AM,1.209,43.713,kWh
02/04/2025,3:00 AM,1.083,43.713,kWh
02/04/2025,4:00 AM,1.099,43.713,kWh
02/04/2025,5:00 AM,1.317,43.713,kWh
02/04/2025,6:00 AM,1.309,43.713,kWh
02/04/2025,7:00 AM,1.91,43.713,kWh
02/04/2025,8:00 AM,1.21,43.713,kWh
02/04/2025,9:00 AM,1.317,43.713,kWh
02/04/2025,10:00 AM,1.298,43.713,kWh
02/04/2025,11:00 AM,1.597,43.713,kWh
02/04/2025,12:00 PM,3.234,43.713,kWh
02/04/2025,1:00 PM,3.785,43.713,kWh
02/04/2025,2:00 PM,3.998,43.713,kWh
02/04/2025,3:00 PM,2.754,43.713,kWh
02/04/2025,4:00 PM,1.416,43.713,kWh
02/04/2025,5:00 PM,2.983,43.713,kWh
